,test/afro_112.jpg,test/afro_40.jpg,test/afro_745.jpg,test/barbering_793.jpg,test/barbering_796.jpg,test/barbering_802.jpg,test/colour_17.jpg,test/colour_173.jpg,test/colour_185.jpg,test/colour_191.jpg,test/colour_195.jpg,test/colour_209.jpg,test/colour_212.jpg,test/colour_213.jpg,test/colour_215.jpg,test/colour_240.jpg,test/colour_294.jpg,test/colour_304.jpg,test/colour_319.jpg,test/colour_331.jpg,test/colour_361.jpg,test/colour_366.jpg,test/colour_371.jpg,test/colour_376.jpg,test/colour_415.jpg,test/colour_434.jpg,test/colour_72.jpg,test/colour_75.jpg,test/long_296.jpg,test/long_334.jpg,test/long_39.jpg,test/long_50.jpg,test/long_51.jpg,test/long_724.jpg,test/mid-length_192.jpg,test/mid-length_193.jpg,test/mid-length_285.jpg,test/short_104.jpg,test/short_233.jpg,test/short_251.jpg,test/short_306.jpg,test/short_99.jpg,test/special-occasions_355.jpg,test/special-occasions_357.jpg,test/special-occasions_475.jpg,test/special-occasions_495.jpg,test/special-occasions_556.jpg,test/special-occasions_602.jpg,test/special-occasions_860.jpg,test/special-occasions_885.jpg,uploaded_image
test/long_39.jpg,0.39222416,0.40061527,0.34028584,0.332968,0.43328637,0.40860683,0.6092449,0.66662514,0.51373005,0.48560023,0.5545486,0.6950911,0.6053217,0.6555692,0.50846237,0.5930404,0.55476063,0.6556695,0.6322748,0.55452853,0.5357196,0.51100624,0.5066879,0.51872444,0.552042,0.5109748,0.5085011,0.5925983,0.5068493,0.63060814,1.0000002,0.6156355,0.58899426,0.581637,0.4845775,0.57794774,0.5167267,0.43476218,0.44043106,0.5123074,0.4407123,0.47046167,0.46968746,0.48718983,0.5026053,0.45635846,0.5152306,0.5365689,0.58332044,0.51467294,0.5225139
test/long_50.jpg,0.46494734,0.38191274,0.35185778,0.40316403,0.42797858,0.4565548,0.5611668,0.73914385,0.3863224,0.3670703,0.4968604,0.6249222,0.464655,0.55694675,0.37415922,0.44516578,0.669127,0.52092075,0.74182975,0.649505,0.6200872,0.49180847,0.4507493,0.5936213,0.38275054,0.41787785,0.41645133,0.4619951,0.4819229,0.64361537,0.6156355,0.99999994,0.562767,0.5797991,0.38209277,0.47861952,0.48338926,0.55311245,0.5195505,0.48059395,0.46606594,0.4156384,0.39993566,0.49861276,0.39467055,0.39073196,0.4778796,0.47339875,0.42236742,0.4787413,0.43496072
test/long_51.jpg,0.43999395,0.40007043,0.4515414,0.4356785,0.5110317,0.5211701,0.5962895,0.59608144,0.4460374,0.4933666,0.60908717,0.7151724,0.56339514,0.713972,0.568154,0.5564518,0.55665123,0.6103864,0.64689237,0.42732263,0.52798915,0.4489428,0.54245484,0.4484264,0.44898227,0.5050861,0.5075778,0.5286628,0.4210948,0.59656465,0.58899426,0.562767,1.0000005,0.5597405,0.53035444,0.64289325,0.5519779,0.54512346,0.45007092,0.51597947,0.58540386,0.5245524,0.55017525,0.5725538,0.55636287,0.5514193,0.5850447,0.5162921,0.57202095,0.507281,0.54103404
test/long_724.jpg,0.50932246,0.5959221,0.44448534,0.4915564,0.52314454,0.5763734,0.63384527,0.650263,0.412804,0.4535939,0.524933,0.6079284,0.58336294,0.6576904,0.52044916,0.5647911,0.650712,0.5709875,0.6632352,0.38427654,0.46905476,0.41092473,0.49774644,0.43638527,0.42358115,0.51678824,0.5069146,0.60101384,0.7145679,0.6806652,0.581637,0.5797991,0.5597405,1.0,0.45501828,0.5395362,0.65274024,0.54342264,0.4144827,0.6644794,0.5915631,0.57220525,0.5695597,0.61546206,0.5255447,0.48911616,0.6270427,0.5271892,0.5169128,0.5634905,0.5796861
test/mid-length_192.jpg,0.36541724,0.3267532,0.3782372,0.31757936,0.3788424,0.4460674,0.53706735,0.44437408,0.59268594,0.6308917,0.72484946,0.51685333,0.54634136,0.5602144,0.73906624,0.54837424,0.4318842,0.60124594,0.46061122,0.318054,0.39632696,0.4079815,0.5434268,0.41791186,0.5691691,0.6276179,0.5581318,0.52810115,0.40264854,0.4347236,0.4845775,0.38209277,0.53035444,0.45501828,1.0,0.5598746,0.5374088,0.44047993,0.3259624,0.4393255,0.46912077,0.42963672,0.5978728,0.50886256,0.5115511,0.4805471,0.5650389,0.47959363,0.59665775,0.4992574,0.36622787
test/mid-length_193.jpg,0.48045304,0.4270242,0.50347257,0.42614484,0.5325611,0.56823087,0.61188537,0.5575698,0.49935585,0.5139845,0.55757207,0.6877208,0.5586464,0.6818673,0.58323944,0.59414226,0.5382898,0.6490604,0.5675478,0.37962788,0.48156404,0.46280575,0.54412544,0.45436674,0.4581386,0.57532966,0.50457674,0.51784515,0.41870168,0.54312396,0.57794774,0.47861952,0.64289325,0.5395362,0.5598746,1.0000001,0.5547024,0.6051824,0.4061911,0.5399704,0.63138103,0.53711355,0.5876655,0.5615998,0.5519109,0.5706184,0.5869491,0.536595,0.5914998,0.59475094,0.5019392
test/mid-length_285.jpg,0.45469072,0.5567531,0.40701494,0.42131537,0.50747114,0.59908915,0.672728,0.56115115,0.45930398,0.45347697,0.4900301,0.61486804,0.63057,0.6835505,0.5524044,0.53952426,0.63303953,0.66354,0.60134023,0.3448707,0.41635233,0.4217985,0.5210413,0.41477114,0.49355155,0.4736786,0.50373405,0.57463515,0.5722827,0.5867085,0.5167267,0.48338926,0.5519779,0.65274024,0.5374088,0.5547024,1.0000004,0.5217087,0.36844403,0.59574795,0.5835955,0.601927,0.5816782,0.66926587,0.48177353,0.57249206,0.6578886,0.53311193,0.5267342,0.51833373,0.49036208
test/short_104.jpg,0.584188,0.45791674,0.5190845,0.46874395,0.55898565,0.75210035,0.7155088,0.50518924,0.41378647,0.44694513,0.47734383,0.5262689,0.4786302,0.61452127,0.53093225,0.44372767,0.5162783,0.61344206,0.6086184,0.32664007,0.4268238,0.3969603,0.4612901,0.37697583,0.3790184,0.4015149,0.33984575,0.44160005,0.39530218,0.46869087,0.43476218,0.55311245,0.54512346,0.54342264,0.44047993,0.6051824,0.5217087,1.0000004,0.41789627,0.5624127,0.72249866,0.5449756,0.5565886,0.61123675,0.4640073,0.5423225,0.60133827,0.5302328,0.5122814,0.5527164,0.5168804
test/short_233.jpg,0.39044017,0.39185178,0.37640423,0.4686203,0.43417132,0.4126796,0.4428423,0.53163224,0.44815946,0.35839507,0.42506307,0.42975655,0.37295806,0.38388798,0.30690777,0.40652978,0.51813114,0.392052,0.5887075,0.49387094,0.5539994,0.5141168,0.4691496,0.53439033,0.35206503,0.36847705,0.3553012,0.41044128,0.37887257,0.41453144,0.44043106,0.5195505,0.45007092,0.4144827,0.3259624,0.4061911,0.36844403,0.41789627,1.0,0.4699805,0.40073383,0.37121516,0.3866923,0.40438405,0.36327356,0.43223432,0.3651778,0.4394734,0.3854337,0.40248814,0.37219623
test/short_251.jpg,0.5478695,0.6065498,0.41317603,0.5219528,0.5781803,0.5359625,0.66161454,0.5921383,0.519976,0.45275223,0.50119615,0.5691755,0.4812125,0.5819599,0.4955421,0.45951205,0.59803236,0.54612625,0.6431507,0.37480018,0.47535133,0.46889877,0.46325037,0.40208784,0.41350454,0.44214922,0.43053332,0.508728,0.56450313,0.6357951,0.5123074,0.48059395,0.51597947,0.6644794,0.4393255,0.5399704,0.59574795,0.5624127,0.4699805,1.0,0.6548495,0.59860003,0.59091663,0.7009274,0.5097966,0.5339261,0.6703221,0.60982174,0.52515113,0.57943785,0.581658
test/short_306.jpg,0.533773,0.565595,0.45077768,0.48147792,0.5643104,0.6579983,0.63583034,0.55567163,0.40020663,0.43306196,0.48934865,0.5549732,0.46213135,0.62451917,0.56570834,0.4197696,0.5279911,0.55974096,0.59015954,0.33441034,0.4289746,0.3941468,0.4472725,0.34609827,0.3449588,0.40170467,0.38966998,0.43884853,0.44949654,0.5598254,0.4407123,0.46606594,0.58540386,0.5915631,0.46912077,0.63138103,0.5835955,0.72249866,0.40073383,0.6548495,0.9999999,0.5936306,0.5971833,0.68770987,0.4689997,0.58590966,0.670555,0.4990043,0.46370825,0.48425308,0.5625866
test/short_99.jpg,0.5099939,0.5186401,0.5406257,0.5162363,0.62759066,0.6206527,0.60806906,0.5126119,0.43022686,0.4174886,0.4471659,0.5474651,0.5448232,0.5786158,0.53315353,0.44854054,0.498133,0.56633556,0.51300704,0.3162943,0.4426311,0.4465955,0.40848738,0.34474903,0.3959369,0.35862058,0.3893849,0.44803366,0.48145545,0.49278015,0.47046167,0.4156384,0.5245524,0.57220525,0.42963672,0.53711355,0.601927,0.5449756,0.37121516,0.59860003,0.5936306,1.0000001,0.60363835,0.6532917,0.4723631,0.55686194,0.5905905,0.52915025,0.5322068,0.4720817,0.5292754
test/special-occasions_355.jpg,0.5144006,0.5010911,0.54347116,0.49247605,0.57213366,0.60067487,0.62585217,0.48734283,0.4888668,0.4420148,0.4895634,0.50205857,0.47585902,0.5659326,0.5662073,0.5524727,0.45643327,0.586874,0.5471275,0.28124183,0.4349399,0.42405835,0.45698512,0.3607194,0.4283782,0.484851,0.42924413,0.47804168,0.44818875,0.47223103,0.46968746,0.39993566,0.55017525,0.5695597,0.5978728,0.5876655,0.5816782,0.5565886,0.3866923,0.59091663,0.5971833,0.60363835,1.0,0.6560273,0.61408216,0.62705344,0.6804116,0.67295194,0.64458025,0.5523629,0.4929233
test/special-occasions_357.jpg,0.5311537,0.5396554,0.41472203,0.4522336,0.5769932,0.60461646,0.6979916,0.5653225,0.49827027,0.37778723,0.4508673,0.57194597,0.5293634,0.67505383,0.5333228,0.45373258,0.5545356,0.62203676,0.6377245,0.32949582,0.40452498,0.42511615,0.45843503,0.33618543,0.38566592,0.44596648,0.44482005,0.47295088,0.49465477,0.5852107,0.48718983,0.49861276,0.5725538,0.61546206,0.50886256,0.5615998,0.66926587,0.61123675,0.40438405,0.7009274,0.68770987,0.6532917,0.6560273,0.9999998,0.5044317,0.64487594,0.74620813,0.5800568,0.5577288,0.55835205,0.5983072
test/special-occasions_475.jpg,0.5441745,0.47442615,0.5156419,0.40911612,0.51146525,0.47777787,0.5053167,0.42982903,0.39582786,0.39911184,0.4338417,0.4820615,0.4329994,0.5425034,0.4378861,0.4947998,0.40342042,0.5238769,0.4619101,0.2654456,0.41845882,0.3471629,0.41687563,0.34456694,0.32373786,0.43375877,0.4381133,0.45273015,0.46043977,0.45407858,0.5026053,0.39467055,0.55636287,0.5255447,0.5115511,0.5519109,0.48177353,0.4640073,0.36327356,0.5097966,0.4689997,0.4723631,0.61408216,0.5044317,0.9999999,0.54602474,0.5615777,0.5364062,0.59177,0.6203932,0.52347845
test/special-occasions_495.jpg,0.4676366,0.4970591,0.40045738,0.39116377,0.48999375,0.53592175,0.6152766,0.46912628,0.4619219,0.4107797,0.4293685,0.5130663,0.4608454,0.5986092,0.5023295,0.45917436,0.45395276,0.54882914,0.5085672,0.28453487,0.37905234,0.3662632,0.39865378,0.31601077,0.33133727,0.39255404,0.3936202,0.40928605,0.44667277,0.4794048,0.45635846,0.39073196,0.5514193,0.48911616,0.4805471,0.5706184,0.57249206,0.5423225,0.43223432,0.5339261,0.58590966,0.55686194,0.62705344,0.64487594,0.54602474,1.0000001,0.61898285,0.5740092,0.57887375,0.52030927,0.5361097
test/special-occasions_556.jpg,0.58813566,0.57442564,0.46489277,0.5109114,0.5627697,0.6247175,0.6953985,0.58283067,0.4916153,0.4332443,0.5057943,0.57158375,0.5209475,0.6729361,0.5818407,0.492311,0.5420116,0.63295114,0.6228087,0.31584522,0.44847795,0.43275034,0.4992962,0.35884362,0.40384105,0.451258,0.45184004,0.5193973,0.48255256,0.569251,0.5152306,0.4778796,0.5850447,0.6270427,0.5650389,0.5869491,0.6578886,0.60133827,0.3651778,0.6703221,0.670555,0.5905905,0.6804116,0.74620813,0.5615777,0.61898285,0.9999998,0.6633049,0.59849364,0.58055323,0.62595975
test/special-occasions_602.jpg,0.5563812,0.50972885,0.4736628,0.4437832,0.56596917,0.5268788,0.62878656,0.5563254,0.47520298,0.42285344,0.44696072,0.5075931,0.45374346,0.5383195,0.4368729,0.5275289,0.48214263,0.59750414,0.59055036,0.3477072,0.47911826,0.4502964,0.44672114,0.39914146,0.37545773,0.45592195,0.38426906,0.45728332,0.46032977,0.5103597,0.5365689,0.47339875,0.5162921,0.5271892,0.47959363,0.536595,0.53311193,0.5302328,0.4394734,0.60982174,0.4990043,0.52915025,0.67295194,0.5800568,0.5364062,0.5740092,0.6633049,0.9999999,0.6476438,0.6048271,0.5556884
test/special-occasions_860.jpg,0.41538718,0.37441513,0.39115277,0.35266057,0.43067983,0.42383808,0.6073618,0.5060096,0.5318065,0.50171316,0.51247555,0.5527348,0.55027485,0.60765857,0.534256,0.564186,0.46958053,0.60599846,0.5226147,0.38579297,0.4151569,0.40669,0.44233966,0.41137552,0.4733647,0.53268504,0.40434474,0.45756108,0.45234278,0.47319835,0.58332044,0.42236742,0.57202095,0.5169128,0.59665775,0.5914998,0.5267342,0.5122814,0.3854337,0.52515113,0.46370825,0.5322068,0.64458025,0.5577288,0.59177,0.57887375,0.59849364,0.6476438,0.99999994,0.57704705,0.5253646
test/special-occasions_885.jpg,0.61507756,0.53931475,0.5301549,0.41068357,0.5217378,0.54638225,0.59498614,0.49728075,0.4215639,0.45603076,0.42876884,0.5018475,0.50358135,0.56098723,0.41542968,0.5597182,0.49270916,0.59984475,0.56637716,0.30229184,0.44797677,0.4005064,0.49442115,0.44790965,0.38391843,0.5094074,0.42785987,0.48962918,0.52835447,0.48925814,0.51467294,0.4787413,0.507281,0.5634905,0.4992574,0.59475094,0.51833373,0.5527164,0.40248814,0.57943785,0.48425308,0.4720817,0.5523629,0.55835205,0.6203932,0.52030927,0.58055323,0.6048271,0.57704705,0.99999994,0.51039064
uploaded_image,0.5367355,0.5540022,0.39491677,0.4044466,0.50125694,0.498853,0.5313232,0.49814746,0.3800132,0.37219664,0.39438528,0.4866184,0.40869954,0.5542706,0.43674868,0.4198665,0.4807689,0.49959797,0.54194236,0.302937,0.37572616,0.34289244,0.35219324,0.3115826,0.2744335,0.30834952,0.34025583,0.40060133,0.4755058,0.5488919,0.5225139,0.43496072,0.54103404,0.5796861,0.36622787,0.5019392,0.49036208,0.5168804,0.37219623,0.581658,0.5625866,0.5292754,0.4929233,0.5983072,0.52347845,0.5361097,0.62595975,0.5556884,0.5253646,0.51039064,0.99999994
